id,usuario_id,direccion,distrito,ciudad,pais,es_principal
5058,5058,Pasaje Rambla Simón Coronado 66,San Miguel,Lima,Perú,true
5059,5059,Jr. Pasadizo de Josefa Garriga 69,Miraflores,Lima,Perú,true
5060,5060,Psje. Paseo Reina Bueno 10,Santa Anita,Lima,Perú,true
5061,5061,Calle Camino Anastasio Checa 3,Pueblo Libre,Lima,Perú,true
5062,5062,Jr. Rambla Almudena Huerta 40,San Borja,Lima,Perú,true
5063,5063,Pasaje Avenida de Geraldo Frías 86,Chorrillos,Lima,Perú,true
5064,5064,Jr. Urbanización de Flora Iglesia 45,San Isidro,Lima,Perú,true
5065,5065,Av. Rambla de Aránzazu Ballesteros 950,San Borja,Lima,Perú,true
5066,5066,Calle Cuesta Sabina Nieto 453,Los Olivos,Lima,Perú,true
5067,5067,Pasaje Callejón Lope Raya 504,Los Olivos,Lima,Perú,true
5068,5068,Pasaje Paseo de Roque Morata 591,Surco,Lima,Perú,true
5069,5069,Calle C. Teresa Bermúdez 634,Villa María del Triunfo,Lima,Perú,true
5070,5070,Av. Alameda Benito Ferrera 16,San Isidro,Lima,Perú,true
5071,5071,Psje. Paseo Josefina León 67,Jesús María,Lima,Perú,true
5072,5072,Calle Camino de José Mari Río 8,Los Olivos,Lima,Perú,true
5073,5073,Jr. Vial de Ágata Oliva 33,Santa Anita,Lima,Perú,true
5074,5074,Ca. Urbanización de Rosaura Ugarte 91,Barranco,Lima,Perú,true
5075,5075,Pasaje Ronda de Manola Alemán 3,Ate,Lima,Perú,true
5076,5076,Av. Via Jose Ramón Coca 602,Ate,Lima,Perú,true
5077,5077,Pasaje Pasaje María Jesús Pedrero 8,San Borja,Lima,Perú,true
5078,5078,Jr. Via Rubén Bueno 12,Chorrillos,Lima,Perú,true
5079,5079,Ca. Glorieta de Virginia Cano 34,Ate,Lima,Perú,true
5080,5080,Ca. Ronda Fulgencio Alcázar 8,Lince,Lima,Perú,true
5081,5081,Av. Ronda de Leire Lobato 32,Lince,Lima,Perú,true
5082,5082,Pasaje Rambla de Nereida Plana 23,Santa Anita,Lima,Perú,true
5083,5083,Jr. Ronda Nicanor Gutierrez 30,Comas,Lima,Perú,true
5084,5084,Calle Vial Paola Peña 97,Jesús María,Lima,Perú,true
5085,5085,Av. Cañada de Casandra Becerra 334,Pueblo Libre,Lima,Perú,true
5086,5086,Psje. Camino de Susana Cifuentes 24,Los Olivos,Lima,Perú,true
5087,5087,Ca. Glorieta de Jose Antonio Pedrosa 99,Magdalena,Lima,Perú,true
5088,5088,Jr. Cañada Pepita Pinto 96,San Miguel,Lima,Perú,true
5089,5089,Av. Urbanización de Custodia Patiño 86,Comas,Lima,Perú,true
5090,5090,Jr. Acceso Jafet Duran 94,Jesús María,Lima,Perú,true
5091,5091,Av. Glorieta de Mar Jove 11,Miraflores,Lima,Perú,true
5092,5092,Ca. Acceso de Leandra Blázquez 1,Magdalena,Lima,Perú,true
5093,5093,Psje. Pasaje de Estrella Palacios 39,San Borja,Lima,Perú,true
5094,5094,Jr. Plaza Almudena Palma 3,Jesús María,Lima,Perú,true
5095,5095,Jr. Callejón Marciano Diez 5,San Borja,Lima,Perú,true
5096,5096,Pasaje Calle de Tomás Ramírez 500,Rímac,Lima,Perú,true
5097,5097,Jr. Via Arturo Prada 1,Miraflores,Lima,Perú,true
5098,5098,Jr. Pasaje de Casandra Pazos 2,Villa María del Triunfo,Lima,Perú,true
5099,5099,Jr. Urbanización Ruperta Salvador 33,Surco,Lima,Perú,true
5100,5100,Ca. Ronda de Luciano Beltrán 957,Surco,Lima,Perú,true
5101,5101,Ca. Acceso Jesús Gargallo 32,San Isidro,Lima,Perú,true
5102,5102,Jr. Rambla Valero Puente 61,Lince,Lima,Perú,true
5103,5103,Psje. Callejón de Elías Balaguer 16,Cercado de Lima,Lima,Perú,true
5104,5104,Av. Rambla de Cándida Molina 17,Callao,Lima,Perú,true
5105,5105,Calle Rambla Pepe Cañizares 53,Barranco,Lima,Perú,true
5106,5106,Jr. Avenida Rosaura Casares 615,Villa El Salvador,Lima,Perú,true
5107,5107,Pasaje Camino Moisés Díez 25,Rímac,Lima,Perú,true
5108,5108,Jr. Vial Amado Guillen 35,Jesús María,Lima,Perú,true
5109,5109,Av. Alameda Eduardo Méndez 23,Santa Anita,Lima,Perú,true
5110,5110,Psje. Pasaje Matilde Martinez 469,Santa Anita,Lima,Perú,true
5111,5111,Pasaje Cuesta de Mar Rico 61,San Borja,Lima,Perú,true
5112,5112,Av. Camino Graciano Batlle 56,Miraflores,Lima,Perú,true
5113,5113,Av. Callejón Cruz Montaña 76,Pueblo Libre,Lima,Perú,true
5114,5114,Jr. Acceso de Pío Caparrós 88,Los Olivos,Lima,Perú,true
5115,5115,Calle Avenida Ema Almazán 82,Villa María del Triunfo,Lima,Perú,true
5116,5116,Jr. Ronda de Omar Miralles 9,Cercado de Lima,Lima,Perú,true
5117,5117,Ca. Alameda de Dolores Egea 3,Surco,Lima,Perú,true
5118,5118,Calle Ronda Baldomero Núñez 85,Villa María del Triunfo,Lima,Perú,true
5119,5119,Psje. Vial Paz Costa 27,Villa María del Triunfo,Lima,Perú,true
5120,5120,Calle Via María Jaén 69,San Miguel,Lima,Perú,true
5121,5121,Calle Calle de Ruben Baena 70,San Miguel,Lima,Perú,true
5122,5122,Av. Cuesta Joel Tamarit 37,Cercado de Lima,Lima,Perú,true
5123,5123,Ca. Plaza Reyes Gaya 446,Callao,Lima,Perú,true
5124,5124,Psje. Glorieta Anselma Fortuny 427,La Molina,Lima,Perú,true
5125,5125,Psje. Plaza Nadia Nuñez 94,La Molina,Lima,Perú,true
5126,5126,Av. Avenida Asunción Baeza 2,Ate,Lima,Perú,true
5127,5127,Ca. Calle Toni Rivas 51,Santa Anita,Lima,Perú,true
5128,5128,Ca. Rambla de Luciano Vendrell 869,Rímac,Lima,Perú,true
5129,5129,Calle Acceso de Ildefonso Pedraza 84,Cercado de Lima,Lima,Perú,true
5130,5130,Av. Calle Leopoldo Marti 7,Chorrillos,Lima,Perú,true
5131,5131,Jr. Via de Luis Ángel Guijarro 504,San Borja,Lima,Perú,true
5132,5132,Av. Pasadizo Isaías Menéndez 507,Independencia,Lima,Perú,true
5133,5133,Av. Paseo de Jose Ramón Sainz 75,Villa El Salvador,Lima,Perú,true
5134,5134,Pasaje Vial Julie Gil 8,Santa Anita,Lima,Perú,true
5135,5135,Psje. Paseo de Natividad Jaume 1,Santa Anita,Lima,Perú,true
5136,5136,Av. Glorieta de Emiliano Mariño 764,San Miguel,Lima,Perú,true
5137,5137,Psje. Rambla de Basilio Angulo 79,San Miguel,Lima,Perú,true
5138,5138,Psje. Via Candelas Giménez 19,Villa El Salvador,Lima,Perú,true
5139,5139,Ca. Pasaje Ángeles Mascaró 59,La Molina,Lima,Perú,true
5140,5140,Psje. C. Luis Lastra 9,Callao,Lima,Perú,true
5141,5141,Psje. Urbanización Maximiliano Molins 8,San Martín de Porres,Lima,Perú,true
5142,5142,Psje. Glorieta Claudia Serra 53,Comas,Lima,Perú,true
5143,5143,Ca. C. José Manuel Gonzalo 770,San Miguel,Lima,Perú,true
5144,5144,Jr. C. de Alonso Pellicer 399,Barranco,Lima,Perú,true
5145,5145,Calle Alameda de Armando Llanos 683,Ate,Lima,Perú,true
5146,5146,Calle Ronda Gilberto Gámez 33,Callao,Lima,Perú,true
5147,5147,Calle Cuesta Elvira Cuadrado 591,San Miguel,Lima,Perú,true
5148,5148,Jr. Rambla Feliciana Vaquero 77,Surco,Lima,Perú,true
5149,5149,Psje. Callejón de Carlota Ariño 8,Pueblo Libre,Lima,Perú,true
5150,5150,Psje. Calle de Eufemia Agudo 1,Callao,Lima,Perú,true
5151,5151,Ca. Pasaje de Carina Cifuentes 9,Magdalena,Lima,Perú,true
5152,5152,Psje. Cuesta Felipe Artigas 35,Villa María del Triunfo,Lima,Perú,true
5153,5153,Ca. Callejón de Itziar Haro 280,San Miguel,Lima,Perú,true
5154,5154,Ca. Pasaje de Rodolfo Mendez 56,San Isidro,Lima,Perú,true
5155,5155,Calle Acceso Marisol Ibáñez 62,Comas,Lima,Perú,true
5156,5156,Psje. Avenida de Hipólito Jove 69,San Isidro,Lima,Perú,true
5157,5157,Psje. Ronda Albina Alcolea 9,Villa María del Triunfo,Lima,Perú,true
5158,5158,Calle Acceso de Fabián Valera 538,Los Olivos,Lima,Perú,true
5159,5159,Calle Urbanización Benjamín Montero 37,Callao,Lima,Perú,true
5160,5160,Av. Callejón de Dalila Acero 286,Pueblo Libre,Lima,Perú,true
5161,5161,Ca. Paseo de Erasmo Guerra 89,Pueblo Libre,Lima,Perú,true
5162,5162,Calle Camino de Heriberto Rojas 76,Barranco,Lima,Perú,true
5163,5163,Ca. Plaza Martirio Ojeda 82,Jesús María,Lima,Perú,true
5164,5164,Jr. Cuesta Sandra López 824,Rímac,Lima,Perú,true
5165,5165,Jr. Plaza Nico Chamorro 5,Callao,Lima,Perú,true
5166,5166,Av. Alameda Tania Bertrán 255,San Borja,Lima,Perú,true
5167,5167,Psje. Cañada de Apolonia Roig 32,Rímac,Lima,Perú,true
5168,5168,Av. Via Bonifacio Agustí 58,La Molina,Lima,Perú,true
5169,5169,Av. Vial de Basilio Arnau 7,Chorrillos,Lima,Perú,true
5170,5170,Av. Pasadizo Felicia Llamas 96,Villa María del Triunfo,Lima,Perú,true
5171,5171,Pasaje Vial Sosimo Manrique 370,Cercado de Lima,Lima,Perú,true
5172,5172,Jr. Pasadizo de Nilda Prieto 31,Rímac,Lima,Perú,true
5173,5173,Av. Urbanización Chelo Pino 92,Magdalena,Lima,Perú,true
5174,5174,Psje. Acceso de Rómulo Zurita 720,Barranco,Lima,Perú,true
5175,5175,Pasaje Callejón Casemiro Porcel 568,Independencia,Lima,Perú,true
5176,5176,Psje. Pasadizo de Arcelia Sebastián 694,Villa El Salvador,Lima,Perú,true
5177,5177,Ca. Rambla de Nazaret Parejo 5,Miraflores,Lima,Perú,true
5178,5178,Calle Camino Vidal Ayllón 1,Ate,Lima,Perú,true
5179,5179,Ca. Plaza Arturo Soria 611,Rímac,Lima,Perú,true
5180,5180,Jr. Plaza de Eustaquio Campillo 2,La Molina,Lima,Perú,true
5181,5181,Pasaje Pasaje Sara Martín 4,Santa Anita,Lima,Perú,true
5182,5182,Psje. Urbanización de Maxi Arregui 890,San Isidro,Lima,Perú,true
5183,5183,Pasaje Via de Iván Garcés 704,Rímac,Lima,Perú,true
5184,5184,Psje. Avenida de Vicenta Amaya 71,Rímac,Lima,Perú,true
5185,5185,Pasaje Callejón Ainoa Miró 96,Lince,Lima,Perú,true
5186,5186,Pasaje Acceso de Tristán Luque 24,Cercado de Lima,Lima,Perú,true
5187,5187,Calle C. de Berta Gracia 757,Ate,Lima,Perú,true
5188,5188,Calle Pasadizo Amalia Cobos 7,Ate,Lima,Perú,true
5189,5189,Pasaje Pasadizo de Adalberto Maestre 2,Rímac,Lima,Perú,true
5190,5190,Psje. Vial de Crescencia Gámez 29,Surco,Lima,Perú,true
5191,5191,Pasaje Urbanización Ramiro Ramirez 52,Villa El Salvador,Lima,Perú,true
5192,5192,Av. Paseo Mayte Bastida 12,Ate,Lima,Perú,true
5193,5193,Ca. Alameda Bonifacio Galan 99,Chorrillos,Lima,Perú,true
5194,5194,Jr. Vial de Gerónimo Manjón 67,Chorrillos,Lima,Perú,true
5195,5195,Calle Paseo Maura Morante 9,Villa María del Triunfo,Lima,Perú,true
5196,5196,Psje. Via Eligia Guitart 2,Santa Anita,Lima,Perú,true
5197,5197,Ca. Paseo de Aránzazu Benitez 62,Lince,Lima,Perú,true
5198,5198,Av. Cuesta Aurora Lucena 14,Magdalena,Lima,Perú,true
5199,5199,Calle Paseo de Cipriano Valera 54,Pueblo Libre,Lima,Perú,true
5200,5200,Jr. Ronda de Francisco Reina 91,Villa María del Triunfo,Lima,Perú,true
5201,5201,Calle Urbanización Brígida Arco 546,San Miguel,Lima,Perú,true
5202,5202,Psje. Pasadizo de Alonso Rocamora 82,Villa El Salvador,Lima,Perú,true
5203,5203,Pasaje Paseo Domingo Iglesias 81,Los Olivos,Lima,Perú,true
5204,5204,Pasaje Ronda de Martín Tormo 9,Villa El Salvador,Lima,Perú,true
5205,5205,Ca. Callejón Dulce Vázquez 27,San Isidro,Lima,Perú,true
5206,5206,Av. Via de Emilia Salcedo 76,Cercado de Lima,Lima,Perú,true
5207,5207,Calle Cañada de Eugenia Quevedo 670,San Miguel,Lima,Perú,true
5208,5208,Jr. Avenida Lucio Arce 38,Ate,Lima,Perú,true
5209,5209,Ca. Acceso de Sigfrido Ferrer 430,Pueblo Libre,Lima,Perú,true
5210,5210,Ca. C. de Néstor Perera 891,San Borja,Lima,Perú,true
5211,5211,Pasaje Via de Juan Carlos Maldonado 54,San Borja,Lima,Perú,true
5212,5212,Av. C. de Adalberto Gallo 188,Lince,Lima,Perú,true
5213,5213,Psje. Vial Fidela Criado 8,San Borja,Lima,Perú,true
5214,5214,Av. Calle de Primitiva Ramírez 14,Jesús María,Lima,Perú,true
5215,5215,Psje. C. de Fernando Aguilar 12,Rímac,Lima,Perú,true
5216,5216,Psje. Cuesta de Cayetana Velázquez 58,Jesús María,Lima,Perú,true
5217,5217,Pasaje Acceso Regina Rovira 78,Miraflores,Lima,Perú,true
5218,5218,Jr. Callejón de Poncio Iborra 703,San Miguel,Lima,Perú,true
5219,5219,Av. Cuesta de Agustina Pombo 901,Jesús María,Lima,Perú,true
5220,5220,Ca. Via Carmelo Baquero 893,La Molina,Lima,Perú,true
5221,5221,Jr. C. Leonel Monreal 760,Barranco,Lima,Perú,true
5222,5222,Calle Vial de Mohamed Calatayud 427,Chorrillos,Lima,Perú,true
5223,5223,Av. Via de Macaria Gómez 83,San Borja,Lima,Perú,true
5224,5224,Psje. Calle de Alfonso Gámez 51,Callao,Lima,Perú,true
5225,5225,Calle Via de Carlos López 14,Surco,Lima,Perú,true
5226,5226,Calle Urbanización de María Cristina Bosch 61,San Miguel,Lima,Perú,true
5227,5227,Av. Ronda Teófilo Prat 77,Magdalena,Lima,Perú,true
5228,5228,Jr. C. de Toni Quintanilla 6,Independencia,Lima,Perú,true
5229,5229,Psje. Avenida Laura Hidalgo 25,Ate,Lima,Perú,true
5230,5230,Jr. Alameda de Abraham Perera 36,San Borja,Lima,Perú,true
5231,5231,Psje. Cañada Jose Antonio Cazorla 68,San Martín de Porres,Lima,Perú,true
5232,5232,Calle Cañada Isabela Rodríguez 59,Rímac,Lima,Perú,true
5233,5233,Pasaje Urbanización de Jordán Morera 24,Pueblo Libre,Lima,Perú,true
5234,5234,Calle Ronda Bonifacio Mayoral 754,Cercado de Lima,Lima,Perú,true
5235,5235,Calle Via Gabriel Oller 92,Pueblo Libre,Lima,Perú,true
5236,5236,Calle Acceso de Magdalena Herrero 414,Miraflores,Lima,Perú,true
5237,5237,Psje. Alameda Heliodoro Acosta 31,Jesús María,Lima,Perú,true
5238,5238,Pasaje Alameda de Gregorio Suarez 4,Rímac,Lima,Perú,true
5239,5239,Ca. Paseo de Nuria Pujadas 78,Independencia,Lima,Perú,true
5240,5240,Av. C. de Clímaco Peñalver 18,Pueblo Libre,Lima,Perú,true
5241,5241,Jr. Urbanización de Vidal Comas 29,La Molina,Lima,Perú,true
5242,5242,Psje. Vial Jimena Rius 968,Pueblo Libre,Lima,Perú,true
5243,5243,Av. Alameda Juan Carlos Saez 9,Jesús María,Lima,Perú,true
5244,5244,Psje. Plaza de Chus Casares 6,Santa Anita,Lima,Perú,true
5245,5245,Av. Paseo de Victorino Díez 7,La Molina,Lima,Perú,true
5246,5246,Av. Pasaje de Adelaida Mata 29,Villa El Salvador,Lima,Perú,true
5247,5247,Jr. Cuesta de Celestina Miralles 63,Cercado de Lima,Lima,Perú,true
5248,5248,Jr. Plaza Mirta Terrón 40,Santa Anita,Lima,Perú,true
5249,5249,Psje. C. Leticia Pla 2,Surco,Lima,Perú,true
5250,5250,Jr. Via de Melania Gárate 50,San Miguel,Lima,Perú,true
5251,5251,Pasaje Pasaje de Olivia Luque 15,Rímac,Lima,Perú,true
5252,5252,Psje. Ronda Ramiro Fernández 847,Villa María del Triunfo,Lima,Perú,true
5253,5253,Psje. Vial Matilde Cabanillas 6,Rímac,Lima,Perú,true
5254,5254,Psje. C. Baldomero Cornejo 58,Rímac,Lima,Perú,true
5255,5255,Av. Calle de Jesusa Durán 15,Jesús María,Lima,Perú,true
5256,5256,Calle Callejón Hernán Valderrama 4,Cercado de Lima,Lima,Perú,true
5257,5257,Psje. Avenida de Epifanio Domingo 410,Los Olivos,Lima,Perú,true
5258,5258,Pasaje Pasadizo Tiburcio Juliá 43,Barranco,Lima,Perú,true
5259,5259,Jr. Camino de Rodolfo Lledó 87,Magdalena,Lima,Perú,true
5260,5260,Pasaje Via de Catalina Cornejo 48,Rímac,Lima,Perú,true
5261,5261,Psje. Camino de Amancio Cabrero 97,Jesús María,Lima,Perú,true
5262,5262,Ca. Callejón de Juan Bautista Navarro 29,Ate,Lima,Perú,true
5263,5263,Ca. Pasadizo de Paola Oller 4,Miraflores,Lima,Perú,true
5264,5264,Jr. Rambla de Amelia Ramirez 14,Barranco,Lima,Perú,true
5265,5265,Psje. Pasaje Isidoro Santos 313,Ate,Lima,Perú,true
5266,5266,Pasaje Vial Fidela Carballo 4,Jesús María,Lima,Perú,true
5267,5267,Pasaje Pasadizo de Ovidio Rey 77,Comas,Lima,Perú,true
5268,5268,Jr. Plaza Óscar Rius 5,Magdalena,Lima,Perú,true
5269,5269,Ca. Via de Julieta Bauzà 98,Santa Anita,Lima,Perú,true
5270,5270,Pasaje Pasaje de Rafa Campoy 4,Lince,Lima,Perú,true
5271,5271,Psje. Cuesta Alicia Girona 1,San Isidro,Lima,Perú,true
5272,5272,Ca. Avenida Juana Rojas 61,San Isidro,Lima,Perú,true
5273,5273,Psje. Acceso de Ángela Echevarría 31,San Miguel,Lima,Perú,true
5274,5274,Av. C. Manola Roldán 30,Barranco,Lima,Perú,true
5275,5275,Calle Camino de Apolinar Elorza 6,Chorrillos,Lima,Perú,true
5276,5276,Av. Glorieta Josep Hervia 9,Ate,Lima,Perú,true
5277,5277,Calle Cañada Amílcar Chaparro 700,San Martín de Porres,Lima,Perú,true
5278,5278,Av. Glorieta Estefanía Losa 2,Ate,Lima,Perú,true
5279,5279,Psje. Calle Roque Puga 165,San Isidro,Lima,Perú,true
5280,5280,Calle Ronda Dulce Barrios 879,Independencia,Lima,Perú,true
5281,5281,Psje. Cañada Eugenia Cabo 10,Santa Anita,Lima,Perú,true
5282,5282,Jr. Ronda de Francisco Javier Alberola 96,Comas,Lima,Perú,true
5283,5283,Ca. Rambla de Camilo Tamarit 30,Miraflores,Lima,Perú,true
5284,5284,Av. C. Remedios Gil 15,Comas,Lima,Perú,true
5285,5285,Pasaje C. de Laura Arévalo 71,San Miguel,Lima,Perú,true
5286,5286,Ca. Via de Roldán Cabo 2,Santa Anita,Lima,Perú,true
5287,5287,Pasaje Rambla Virgilio Seco 922,Chorrillos,Lima,Perú,true
5288,5288,Av. C. de Victor Núñez 29,Lince,Lima,Perú,true
5289,5289,Calle Plaza de Jose Carlos Malo 5,Magdalena,Lima,Perú,true
5290,5290,Pasaje Pasaje Clementina Riquelme 32,Comas,Lima,Perú,true
5291,5291,Jr. Alameda de Dionisio Gordillo 31,Villa El Salvador,Lima,Perú,true
5292,5292,Pasaje Rambla de Eva Carreras 82,Chorrillos,Lima,Perú,true
5293,5293,Ca. Paseo Jeremías Ferrándiz 94,Barranco,Lima,Perú,true
5294,5294,Psje. Via de Severo Taboada 19,Callao,Lima,Perú,true
5295,5295,Psje. Plaza Alicia Rosa 688,Independencia,Lima,Perú,true
5296,5296,Psje. Cañada de Rufina Bernat 81,La Molina,Lima,Perú,true
5297,5297,Calle Pasaje de Aránzazu Carreras 25,Callao,Lima,Perú,true
5298,5298,Calle Rambla Jaime Sanz 90,Santa Anita,Lima,Perú,true
5299,5299,Ca. Glorieta Alba Amorós 34,Barranco,Lima,Perú,true
5300,5300,Calle Paseo de Antonia Castañeda 37,La Molina,Lima,Perú,true
5301,5301,Av. Cañada de Marita Vila 5,Surco,Lima,Perú,true
5302,5302,Pasaje Vial Ainara Porras 626,Santa Anita,Lima,Perú,true
5303,5303,Psje. Paseo Ariel Cabello 56,La Molina,Lima,Perú,true
5304,5304,Calle Vial de Cecilio Escobar 50,Chorrillos,Lima,Perú,true
5305,5305,Av. Glorieta de Felipe Poza 93,Cercado de Lima,Lima,Perú,true
5306,5306,Pasaje Via de Alfonso Colomer 3,San Borja,Lima,Perú,true
5307,5307,Psje. Pasadizo de Adelardo Losa 74,San Martín de Porres,Lima,Perú,true
5308,5308,Av. Alameda de Claudia Vall 64,Callao,Lima,Perú,true
5309,5309,Av. Pasaje de Balduino Girona 39,Pueblo Libre,Lima,Perú,true
5310,5310,Psje. Glorieta de Florentino Vigil 70,Independencia,Lima,Perú,true
5311,5311,Psje. Pasadizo de Leocadia Ferrándiz 28,Independencia,Lima,Perú,true
5312,5312,Ca. Rambla de Paz Escribano 50,Barranco,Lima,Perú,true
5313,5313,Av. Pasadizo de Alicia Cózar 52,San Borja,Lima,Perú,true
5314,5314,Jr. Vial de Iker Guardiola 825,Callao,Lima,Perú,true
5315,5315,Psje. Acceso Pastor Gargallo 71,Lince,Lima,Perú,true
5316,5316,Av. Ronda Rosa Sotelo 74,Chorrillos,Lima,Perú,true
5317,5317,Calle Ronda Andrea Monreal 297,San Martín de Porres,Lima,Perú,true
5318,5318,Jr. Alameda de Agapito Blanca 53,Jesús María,Lima,Perú,true
5319,5319,Pasaje Paseo de Eloy Núñez 97,Cercado de Lima,Lima,Perú,true
5320,5320,Psje. Alameda Roberto Pozo 49,Chorrillos,Lima,Perú,true
5321,5321,Jr. Calle de Mariana Tejada 95,Rímac,Lima,Perú,true
5322,5322,Jr. Calle Apolonia Carrera 48,Rímac,Lima,Perú,true
5323,5323,Pasaje Vial Manuelita Miró 3,Cercado de Lima,Lima,Perú,true
5324,5324,Pasaje Paseo Ignacia Cal 825,Comas,Lima,Perú,true
5325,5325,Calle C. de Francisco Torrents 8,San Miguel,Lima,Perú,true
5326,5326,Av. Urbanización Anabel Duran 63,Barranco,Lima,Perú,true
5327,5327,Calle Via de Néstor Mayol 98,Miraflores,Lima,Perú,true
5328,5328,Pasaje Pasaje de Wilfredo Polo 702,Miraflores,Lima,Perú,true
5329,5329,Pasaje Paseo de Elpidio Bolaños 39,Rímac,Lima,Perú,true
5330,5330,Calle Pasaje de Berta Palomino 53,Chorrillos,Lima,Perú,true
5331,5331,Psje. Paseo Fabián Calleja 888,Surco,Lima,Perú,true
5332,5332,Calle Callejón de Nadia Rivera 143,Villa El Salvador,Lima,Perú,true
5333,5333,Ca. Rambla Sarita Gabaldón 4,San Miguel,Lima,Perú,true
5334,5334,Psje. Pasadizo Fausto Somoza 6,San Martín de Porres,Lima,Perú,true
5335,5335,Calle Rambla Lourdes Nebot 3,Cercado de Lima,Lima,Perú,true
5336,5336,Av. Pasadizo de Matilde Verdú 24,Villa El Salvador,Lima,Perú,true
5337,5337,Pasaje Vial de Marco Fabregat 752,Villa El Salvador,Lima,Perú,true
5338,5338,Jr. Vial Lalo Cid 9,La Molina,Lima,Perú,true
5339,5339,Ca. Acceso de Damián Manrique 36,Villa El Salvador,Lima,Perú,true
5340,5340,Jr. Cañada de Eloy Ojeda 7,Los Olivos,Lima,Perú,true
5341,5341,Calle Paseo Fabián Olivera 33,Villa María del Triunfo,Lima,Perú,true
5342,5342,Calle Cuesta de Mauricio Cid 5,Chorrillos,Lima,Perú,true
5343,5343,Ca. Rambla de Ricardo Mayoral 35,Jesús María,Lima,Perú,true
5344,5344,Calle Pasaje Gonzalo Corominas 427,Los Olivos,Lima,Perú,true
5345,5345,Jr. Pasadizo de Julieta Aguilera 37,San Martín de Porres,Lima,Perú,true
5346,5346,Calle Pasaje de María Torres 27,Rímac,Lima,Perú,true
5347,5347,Ca. Camino de Irene Arnaiz 2,Villa María del Triunfo,Lima,Perú,true
5348,5348,Jr. Avenida de Remigio Domínguez 309,San Isidro,Lima,Perú,true
5349,5349,Psje. Avenida de Angelita Gonzalo 54,San Martín de Porres,Lima,Perú,true
5350,5350,Calle Avenida de Emigdio Moreno 392,Magdalena,Lima,Perú,true
5351,5351,Psje. Vial Úrsula Pou 50,Comas,Lima,Perú,true
5352,5352,Calle Avenida de Marisa Torrent 2,Chorrillos,Lima,Perú,true
5353,5353,Ca. Calle Chus Moll 5,San Borja,Lima,Perú,true
5354,5354,Av. Cañada Elena Salom 85,Villa El Salvador,Lima,Perú,true
5355,5355,Psje. Calle Ariadna Lamas 97,Magdalena,Lima,Perú,true
5356,5356,Calle Callejón Claudio Duran 560,Rímac,Lima,Perú,true
5357,5357,Calle Via de Perlita Sierra 264,Chorrillos,Lima,Perú,true
5358,5358,Psje. Calle Eloy Aguiló 590,San Martín de Porres,Lima,Perú,true
5359,5359,Pasaje Avenida de Julie Valbuena 966,Villa El Salvador,Lima,Perú,true
5360,5360,Psje. Alameda de Ariel Sanabria 522,San Martín de Porres,Lima,Perú,true
5361,5361,Jr. Cuesta Milagros Asensio 45,San Isidro,Lima,Perú,true
5362,5362,Pasaje Cuesta Fortunata Andrés 87,Rímac,Lima,Perú,true
5363,5363,Ca. Via de Adrián Amat 802,Rímac,Lima,Perú,true
5364,5364,Calle Avenida Aránzazu Llabrés 65,San Borja,Lima,Perú,true
5365,5365,Psje. Camino María Teresa Alcalá 958,Independencia,Lima,Perú,true
5366,5366,Pasaje Vial Encarnacion Agudo 53,Cercado de Lima,Lima,Perú,true
5367,5367,Psje. Urbanización de Mireia Seguí 99,Ate,Lima,Perú,true
5368,5368,Av. Urbanización Mónica Franco 65,San Martín de Porres,Lima,Perú,true
5369,5369,Calle Callejón Claudia Palomino 82,Pueblo Libre,Lima,Perú,true
5370,5370,Calle Pasaje Silvio Bas 77,Barranco,Lima,Perú,true
5371,5371,Psje. Camino de Zacarías Cortina 10,La Molina,Lima,Perú,true
5372,5372,Av. Vial de Saturnino Alemany 94,Barranco,Lima,Perú,true
5373,5373,Calle Callejón de Nicolás Lillo 346,Ate,Lima,Perú,true
5374,5374,Jr. Pasadizo Valero Perera 348,Surco,Lima,Perú,true
5375,5375,Calle Ronda Toni Vigil 4,Callao,Lima,Perú,true
5376,5376,Psje. Callejón Etelvina Río 1,Barranco,Lima,Perú,true
5377,5377,Av. Via Aura Gómez 2,San Borja,Lima,Perú,true
5378,5378,Psje. Via de Ildefonso Heredia 1,Pueblo Libre,Lima,Perú,true
5379,5379,Av. Acceso Felipe Barroso 1,Callao,Lima,Perú,true
5380,5380,Pasaje Glorieta Gil Amores 53,San Miguel,Lima,Perú,true
5381,5381,Ca. Calle de Godofredo Losa 63,Miraflores,Lima,Perú,true
5382,5382,Av. Cuesta Violeta Márquez 25,San Martín de Porres,Lima,Perú,true
5383,5383,Calle Paseo de Isidro Benet 3,Miraflores,Lima,Perú,true
5384,5384,Ca. Cuesta Ainara Araujo 633,Magdalena,Lima,Perú,true
5385,5385,Pasaje Glorieta de Guiomar Hernando 99,Villa El Salvador,Lima,Perú,true
5386,5386,Jr. C. de Toño Palomino 43,Ate,Lima,Perú,true
5387,5387,Pasaje C. de Abel Cerdán 217,Ate,Lima,Perú,true
5388,5388,Pasaje Cuesta de Marcio Morera 35,Chorrillos,Lima,Perú,true
5389,5389,Calle C. de Rita Vaquero 69,Surco,Lima,Perú,true
5390,5390,Av. Cuesta Violeta Vergara 55,Villa María del Triunfo,Lima,Perú,true
5391,5391,Psje. Urbanización Montserrat Moles 2,Rímac,Lima,Perú,true
5392,5392,Psje. Camino de Mario Haro 2,San Borja,Lima,Perú,true
